V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-1.3138548168121387,2.54625036665098,0.5338071069227972,-0.32374942219831226,-0.6541379991745819,2.069359384853555,-0.18366865071302182,1.329899044828702,1.6394493963309962,1.3399573798674267,-1.5190069673361581,0.6061424656698127,-2.5431962938547685,1.7336897812533578,1.8031139421577609,0.46887761519811066,1.582236063160971,1.6881408637745787,1.3726103017691602,0.6521762231640138
-0.5851333357070975,2.9468222330712295,2.329325937566082,0.4021195867934229,0.7771319653001761,2.7745272434155606,1.0322278472383615,2.713195321215509,2.618423604403196,2.553032773390552,-1.5830180623201524,2.189311635853538,-2.065267977004721,2.146732534684246,2.720926640666302,0.01554949072038714,2.5562614004163597,2.6842392390312186,2.1849717100917396,1.8871465044353706
-0.7875286575515206,2.6063391892509338,0.8931685728788045,-0.1355697497809737,-0.04740629393084489,2.335911310517383,0.569921276284742,1.926437760791239,2.107242444923902,1.8080344355171596,-1.7275776085130186,1.2364881072321954,-1.759172750768434,2.1967439582750323,2.220529514814866,0.23138528762095034,1.9956707414868684,2.143194203064396,1.995404445307542,1.3892942828501256
-0.9413777064075332,2.9750971965699353,1.1546172036633378,0.670278978409206,0.6236187092303321,2.6210379316062284,0.8807999131633264,2.129192027738879,2.549714764026564,2.0263530270709493,-1.649101099963005,1.5502588376676871,-2.4997789814791314,2.5505773817017703,2.753375699162098,0.6445732489454483,2.5307837518156178,2.5909197157107022,2.253430644288948,1.621929791230293
-0.9306170203838021,3.583830375628577,1.6039171513973338,-0.7859837770374574,-0.5222350026527295,3.216100659415018,0.6180001283676111,2.482255283660286,3.1024392410719233,2.820501818680405,-1.695285197471806,1.7368568042426165,-2.510343785770188,3.2049617605025422,3.0600166792301025,0.9672362286210717,2.9331904828848576,2.8143086387424643,2.9503071993834156,2.3156145248409254
-1.2333633108933668,3.0890789860917267,0.6278747181793517,-0.0659276785449726,0.06775179465247391,2.8979216263183623,0.5028396237215099,2.0889525084571443,2.566779701476672,1.915503067630939,-1.8460608999884418,1.235921207109674,-2.572459826117274,1.8046308672102966,2.585799887978757,0.1344957043251584,2.4794828091693644,3.0844567785529184,1.8750007559896977,1.3285139634056902
-0.9475708157750531,2.3502423042300165,0.9083129870085775,0.03320113054204989,0.0212846202844863,2.4921864570535033,0.49112218545541186,1.8379893373294875,2.2488663662633352,2.0132615719184668,-2.031917965312336,1.2423438905971915,-2.293433470150094,2.5402023947676375,2.2308996216736623,0.3341801324539051,2.183856593081577,2.6685344988466153,1.8939958280324933,1.5272394713677686
-1.115241307320441,1.5050896801144844,-0.12469507129438362,-1.1646985135012098,-1.273071811449107,1.009029610041445,-0.8665474575826068,0.41171291094917434,0.629056887436367,0.4630599264980027,-2.0704009105029892,-0.15872407665240557,-2.562220525567303,0.8661358973455469,0.7184740794983616,0.7550877146862378,0.40010641657734225,0.5185442871265459,0.601373031192358,-0.00634800735383649
-0.7700775148072418,2.717126474550798,0.7065823252771799,0.8330213431355342,0.42695531289581806,2.7676734094950053,0.8722914363327631,1.944748929526119,2.382803887907256,1.8673371292679537,-1.5920404583240895,1.3483695837400167,-2.8556162266317653,2.460089028330631,2.524671336947755,0.5424019412517386,2.4039067235249756,2.3434138293018743,2.364653779037573,1.6815127282524378
-1.2180375608604024,3.189230202454857,2.2855971199794323,0.3656334703686335,0.15063035474663847,3.0974337370686493,0.5946984377839802,2.5355752915896392,2.8190151981039864,2.6593941388792492,-1.39782106240957,1.9440603167371198,-2.80493181534185,2.6660188339652753,2.871707791372173,0.3700126575713315,2.7592436369443374,2.4171595777951764,2.1494780503632747,1.9956643979336395
-1.3292874910078787,2.9320641057179055,0.7904659071083613,0.08985757945740809,0.34859742854998743,3.118785606802247,0.5820998523026438,2.0739946375498417,2.5873985138216775,1.9155812700587527,-1.7092464862250951,1.3462217649661383,-2.642502889706107,2.6726057598284734,2.6864436707663466,0.3986239043707105,2.623950262712628,2.762205118568758,2.448549845035564,1.493743854866316
-0.9649771351145014,3.541873777726585,1.7117058399769298,1.5522723355159016,1.3067943178294799,3.60641496941156,1.653928414924766,3.0939080888583748,3.429789709886458,2.9894835334915695,-2.073351999569543,2.3263780337790756,-2.0351136499155307,3.221703711356511,3.5810671299751933,0.27073196951030404,3.2935458981465704,3.497175860312535,2.846626851331908,2.59123564821988
-0.805942054224687,2.6358107422346877,1.2773991488308623,0.354281339164012,0.13746949822485496,2.859621315975958,1.027084597747656,2.1926387311429143,2.591619051544047,1.986484746737557,-2.0006883326238545,1.5752388546708187,-2.716899047910882,2.5324374942358654,2.498442675830922,0.8965046251888324,2.612865511864047,2.7440307480007946,2.3129516208156358,1.9746924501097372
-0.8897526004340216,2.2338378829176677,1.978509014351981,-0.4801030111595553,-0.5393228305981072,2.206720801932718,0.24464203635829485,1.8952387205377088,1.8767693784902717,1.94314701325746,-1.4112581836536582,1.3619832452519,-1.8084662545788974,1.6415935218570132,1.7931342335744302,0.661127515180905,1.7364188586504452,1.7546798508281016,2.025239524557609,1.4421482507183299
-1.2893052367941764,3.6393033564696946,1.5660540050112812,-0.1450188855889148,-0.14065754116934887,3.5275220130890075,0.5648552055083185,2.727052021487986,3.0150848576318796,2.6301277252967936,-1.646504666065734,1.8517180591237317,-2.489006959183783,2.602273703185158,3.057115700233269,0.09590012509608416,2.802801062536204,2.9967000075805017,2.7867253357792805,1.4925112239417364
-1.3958074581200979,2.0318962057351944,0.30297979652817947,0.16122602125479868,0.16351825706037987,2.3814849074556825,0.2526296462436645,1.4716609402963687,1.718190921454127,1.211019272077605,-0.9003710700889419,0.6790891448290712,-2.962235848624376,1.7207875876428718,1.802635095069893,0.12731814402879413,1.5675449509615962,1.7402466384543007,1.740515889765608,0.9773344269079902
-0.4950813122564398,2.791662449515542,1.6251417961525563,-0.8781362411326797,-0.7428251380079827,2.5875144772213448,0.497810492422471,2.331868555167136,2.220020293592072,2.2567666914216153,-1.539563128790505,1.5472138074437836,-2.5336531238844087,2.5424924139299185,2.2352507321158788,0.18944054657963186,2.242926523517016,1.8264758670253352,2.1153274995277824,1.8763815223009208
-0.652627809899604,2.352122105197339,0.7178507456421198,-0.43999982764741113,-0.3499501436771361,1.880062343390119,0.2149704582692404,1.4344814459977302,1.7702336268713441,1.5415788861923634,-2.03321797614518,0.9364008814160372,-2.1422791626050826,1.8897934471396514,1.8534774442147803,0.5158822637938733,1.801304357300305,1.386680524324382,1.5574988804093406,1.0271392730380828
-1.6220572000496334,2.6245728824428807,0.9317203334468745,-0.5094296345305631,-0.7613242618940597,2.2759681971746955,-0.41214110668644355,1.5400472666156142,1.8581555594223211,1.6269862358276383,-2.042439662531357,0.7662812441775257,-1.9736625157332548,1.8178105846473975,1.9215576146711475,0.5155340639266107,1.8911030482351188,2.0826796497047195,1.7555710390626122,1.0552586707612948
-1.1034726184964938,2.4819668456801094,0.18678243624810134,-0.5671191704785267,-0.567355700705189,2.0034845098940632,-0.19807480858171145,1.3144458352943453,1.7161744468659814,1.3184776214440626,-1.5500496456885922,0.6165799376465232,-2.1898414399767945,1.7190632654533249,1.779571003378836,0.4064696354928518,1.7010743951773826,2.3873162832058763,1.5140356881776074,0.5465015568635776
-1.020606402794135,2.14506715120594,1.3233726076031205,-0.8188985519020623,-0.92065302163815,1.2506207585517013,-0.5177445940546684,1.3085764135772107,1.3269864565226202,1.482357831022467,-1.5273958920331239,0.7617101363599704,-2.612683333422111,0.8602991215475098,1.3272156697986464,0.5619005802533248,1.2626960727638004,0.9425705403390764,1.5889578187788687,0.568425909985802
-0.9499730460478976,2.728508045398956,1.6862781186233582,-0.10488498393278929,0.023359381120196095,2.562576639434932,0.5189584868439295,2.310891974635003,2.1397548177465535,2.342706174868374,-2.202541997376691,1.5652745951257878,-2.212115434897253,1.81851687800551,2.24027870217014,0.2961289629174226,1.782122860311592,2.1882818646942663,2.2416103077738554,1.4116714865299365
-1.0094737487726324,3.0767383531867676,2.0888830737479065,0.5708101309809774,0.44919727499382955,2.5819221251430764,0.6494663416515759,2.480870762327243,2.6236364592104073,2.5275657333069668,-1.357192176187555,1.8737855056649284,-1.7859801167207319,2.6317521679886147,2.7603229379710057,0.05258250654162361,2.731903425714779,2.77677201873033,1.7846086135996064,2.193531725789754
